CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
OP05-060,モンキー・D・ルフィ,L,LEADER,紫,ライフ,5,5000,-,打,麦わらの一味,2,【起動メイン】【ターン1回】自分のライフの上から1枚を手札に加えることができる：自分の場のドン‼が0枚か、3枚以上ある場合、ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-061,ウソ八,UC,CHARACTER,紫,コスト,3,4000,2000,射,麦わらの一味,2,【ドン‼×1】【アタック時】自分の場にドン‼が8枚以上ある場合、相手のコスト4以下のキャラ1枚までを、レストにする。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-063,おロビ,C,CHARACTER,紫,コスト,4,5000,1000,打,麦わらの一味,2,【登場時】自分の場にドン‼が8枚以上ある場合、相手のコスト3以下のキャラ1枚までを、KOする。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-066,ジンベエ,C,CHARACTER,紫,コスト,5,6000,1000,打,魚人族/麦わらの一味,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のターン中】自分の場にドン‼が10枚ある場合、このキャラはパワー+1000。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-067,ゾロ十郎,R,CHARACTER,紫,コスト,3,4000,1000,斬,麦わらの一味,2,【アタック時】自分のライフが3枚以下の場合、ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-068,チョパえもん,C,CHARACTER,紫,コスト,2,3000,1000,知,動物/麦わらの一味,2,【登場時】自分の場にドン‼が8枚以上ある場合、自分のパワー6000以下の紫の特徴《麦わらの一味》を持つキャラ1枚までを、アクティブにする。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-070,フラの介,UC,CHARACTER,紫,コスト,5,4000,2000,打,麦わらの一味,2,【ドン‼×1】自分の場にドン‼が8枚以上ある場合、このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-072,ホネ吉,C,CHARACTER,紫,コスト,4,6000,-,斬,麦わらの一味,2,【登場時】自分の場にドン‼が8枚以上ある場合、相手のキャラ2枚までを、このターン中、パワー-2000。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
OP05-076,海は海賊が相手だ!!!,R,EVENT,紫,コスト,1,-,-,-,ワノ国,2,【メイン】自分のデッキの上から3枚を見て、特徴《麦わらの一味》か《キッド海賊団》か《ハートの海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【】このカードの【メイン】効果を発動する。,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
P-041,モンキー・D・ルフィ,P,CHARACTER,紫,コスト,10,12000,1000,打,四皇/麦わらの一味,2,-,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
ST18-001,ウソ八,C,CHARACTER,紫,コスト,3,3000,2000,射,麦わらの一味,3,【登場時】自分の場のドン!!が8枚以上ある場合、相手のコスト5以下のキャラ1枚までを、レストにする。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
ST18-002,おナミ,C,CHARACTER,紫,コスト,4,2000,1000,特,麦わらの一味,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分の場のドン!!が8枚以上ある場合、自分の手札1枚を捨て、カード2枚を引く。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
ST18-003,サン五郎,C,CHARACTER,紫,コスト,5,6000,1000,打,麦わらの一味,3,【アタック時】【ターン1回】自分の場のドン!!が8枚以上ある場合、カード1枚を引く。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
ST18-004,ゾロ十郎,SR,CHARACTER,紫,コスト,4,6000,-,斬,麦わらの一味,3,【登場時】自分のデッキの上から5枚を見て、紫の特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
ST18-005,ルフィ太郎,SR,CHARACTER,紫,コスト,7,8000,-,打,麦わらの一味,3,【登場時】ドン!!-1(自分の場のドン !!を指定の数ドン !!デッキに戻すことができる)：自分の手札からコスト5以下の紫の特徴《麦わらの一味》を持つキャラカード1枚までを、登場させる。,,スタートデッキ 紫 モンキー・D・ルフィ【ST-18】,,
