CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
ST01-001,モンキー・D・ルフィ,L,LEADER,赤,ライフ,5,5000,-,打,超新星/麦わらの一味,1,【起動メイン】【ターン1回】このリーダーか自分のキャラ1枚にレストのドン!!1枚までを付与する。,,ファミリーデッキセット,,
ST01-002,ウソップ,C,CHARACTER,赤,コスト,2,2000,1000,射,麦わらの一味,1,【ドン!!×2】【アタック時】相手は、このバトル中、パワー5000以上のキャラの【ブロッカー】を発動できない。,【】このカードを登場させる。,ファミリーデッキセット,,
ST01-003,カルー,C,CHARACTER,赤,コスト,1,3000,1000,打,動物/アラバスタ王国,1,-,,ファミリーデッキセット,,
ST01-004,サンジ,C,CHARACTER,赤,コスト,2,4000,-,打,麦わらの一味,1,【ドン!!×2】このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,ファミリーデッキセット,,
ST01-005,ジンベエ,C,CHARACTER,赤,コスト,3,5000,-,打,魚人族/麦わらの一味,1,【ドン!!×1】【アタック時】このキャラ以外の自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,,ファミリーデッキセット,,
ST01-006,トニートニー・チョッパー,C,CHARACTER,赤,コスト,1,1000,-,打,動物/麦わらの一味,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ファミリーデッキセット,,
ST01-007,ナミ,C,CHARACTER,赤,コスト,1,1000,1000,特,麦わらの一味,1,【起動メイン】【ターン1回】自分のリーダーかキャラ1枚にレストのドン!!1枚までを付与する。,,ファミリーデッキセット,,
ST01-008,ニコ・ロビン,C,CHARACTER,赤,コスト,3,5000,1000,知,麦わらの一味,1,-,,ファミリーデッキセット,,
ST01-009,ネフェルタリ・ビビ,C,CHARACTER,赤,コスト,2,4000,1000,斬,アラバスタ王国,1,-,,ファミリーデッキセット,,
ST01-010,フランキー,C,CHARACTER,赤,コスト,4,6000,1000,打,麦わらの一味,1,-,,ファミリーデッキセット,,
ST01-011,ブルック,C,CHARACTER,赤,コスト,2,3000,2000,斬,麦わらの一味,1,【登場時】自分のリーダーかキャラ1枚にレストのドン!!2枚までを付与する。,,ファミリーデッキセット,,
ST01-012,モンキー・D・ルフィ,SR,CHARACTER,赤,コスト,5,6000,-,打,超新星/麦わらの一味,1,【速攻】(このカードは登場したターンにアタックできる)【ドン!!×2】【アタック時】相手は、このバトル中、【ブロッカー】を発動できない。,,ファミリーデッキセット,,
ST01-013,ロロノア・ゾロ,SR,CHARACTER,赤,コスト,3,5000,-,斬,超新星/麦わらの一味,1,【ドン!!×1】このキャラのパワー+1000。,,ファミリーデッキセット,,
ST01-014,毛皮強化,C,EVENT,赤,コスト,1,-,-,-,動物/麦わらの一味,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,ファミリーデッキセット,,
ST01-015,ゴムゴムのJET銃,C,EVENT,赤,コスト,4,-,-,-,超新星/麦わらの一味,1,【メイン】相手のパワー6000以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,ファミリーデッキセット,,
ST01-016,悪魔風脚,C,EVENT,赤,コスト,1,-,-,-,麦わらの一味,1,【メイン】自分の特徴《麦わらの一味》を持つ、リーダーかキャラ1枚までを選ぶ。相手は、このターン中、そのリーダーかキャラがアタックする場合【ブロッカー】を発動できない。,【】相手のコスト3以下の【ブロッカー】を持つキャラ1枚までを、KOする。,ファミリーデッキセット,,
ST01-017,サウザンド・サニー号,C,STAGE,赤,コスト,2,-,-,-,麦わらの一味,1,【起動メイン】このステージをレストにできる：自分の特徴《麦わらの一味》を持つリーダーかキャラ1枚までを、このターン中、パワー+1000。,,ファミリーデッキセット,,
ST02-001,ユースタス・キッド,L,LEADER,緑,ライフ,5,5000,-,特,超新星/キッド海賊団,1,【起動メイン】【ターン1回】③(コストエリアのドン!!を指定の数レストにできる)，自分の手札1枚を捨てることができる：このリーダーをアクティブにする。,,ファミリーデッキセット,,
ST02-002,ヴィト,C,CHARACTER,緑,コスト,3,5000,1000,射,ファイアタンク海賊団,1,-,,ファミリーデッキセット,,
ST02-003,ウルージ,C,CHARACTER,緑,コスト,2,3000,1000,打,超新星/破戒僧海賊団,1,【ドン!!×1】自分のキャラが3枚以上いる場合、このキャラのパワー+2000。,,ファミリーデッキセット,,
ST02-004,カポネ・ベッジ,C,CHARACTER,緑,コスト,1,1000,-,特,超新星/ファイアタンク海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ファミリーデッキセット,,
ST02-005,キラー,C,CHARACTER,緑,コスト,3,3000,1000,斬,超新星/キッド海賊団,1,【登場時】相手のレストのコスト3以下のキャラ1枚までを、KOする。,【】このカードを登場させる。,ファミリーデッキセット,,
ST02-006,コビー,C,CHARACTER,緑,コスト,4,6000,1000,打,海軍,1,-,,ファミリーデッキセット,,
ST02-007,ジュエリー・ボニー,C,CHARACTER,緑,コスト,1,1000,1000,特,超新星/ボニー海賊団,1,【起動メイン】①(コストエリアのドン!!を指定の数レストにできる)，このキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ファミリーデッキセット,,
ST02-008,スクラッチメン・アプー,C,CHARACTER,緑,コスト,2,3000,2000,射,超新星/オンエア海賊団,1,【ドン!!×1】【アタック時】相手のドン!!1枚までを、レストにする。,,ファミリーデッキセット,,
ST02-009,トラファルガー・ロー,SR,CHARACTER,緑,コスト,5,6000,1000,斬,超新星/ハートの海賊団,1,【登場時】自分のレストのコスト5以下の特徴《超新星》か《ハートの海賊団》を持つキャラ1枚までを、アクティブにする。,,ファミリーデッキセット,,
ST02-010,バジル・ホーキンス,C,CHARACTER,緑,コスト,5,6000,-,斬,超新星/ホーキンス海賊団,1,【ドン!!×1】【ターン1回】【自分のターン中】このキャラが相手のキャラとバトルした場合、このキャラをアクティブにする。,,ファミリーデッキセット,,
ST02-011,ヒート,C,CHARACTER,緑,コスト,2,4000,1000,特,キッド海賊団,1,-,,ファミリーデッキセット,,
ST02-012,ベポ,C,CHARACTER,緑,コスト,1,3000,1000,打,ミンク族/ハートの海賊団,1,-,,ファミリーデッキセット,,
ST02-013,ユースタス・キッド,SR,CHARACTER,緑,コスト,7,7000,-,特,超新星/キッド海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン!!×1】【自分のターン終了時】このキャラをアクティブにする。,,ファミリーデッキセット,,
ST02-014,X・ドレーク,C,CHARACTER,緑,コスト,4,5000,1000,斬,海軍/超新星/ドレーク海賊団,1,【ドン!!×1】【自分のターン中】このキャラがレストの場合、自分の特徴《超新星》か《海軍》を持つリーダーとキャラのパワー+1000。,,ファミリーデッキセット,,
ST02-015,メス,C,EVENT,緑,コスト,1,-,-,-,超新星/ハートの海賊団,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、自分のドン!!1枚までを、アクティブにする。,【】自分のドン!!2枚までを、アクティブにする。,ファミリーデッキセット,,
ST02-016,反発,C,EVENT,緑,コスト,2,-,-,-,超新星/キッド海賊団,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分のドン!!1枚までを、アクティブにする。,,ファミリーデッキセット,,
