CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
EB01-007,ヤマト,C,CHARACTER,赤,コスト,5,5000,2000,打,ワノ国,2,【起動メイン】【ターン1回】自分のリーダーかキャラ1枚にレストのドン!!1枚までを、付与する。,,プレミアムカードコレクション - ベストセレクション vol.4 -,,
EB01-023,エドワード・ウィーブル,R,CHARACTER,青,コスト,4,6000,-,斬,王下七武海,2,【登場時】カード1枚を引く。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET,,
EB01-043,スパンダイン,R,CHARACTER,黒,コスト,3,2000,1000,知,CP9,2,【登場時】自分のトラッシュの『CP』を含む特徴を持つカード3枚を好きな順番でデッキの下に置くことができる：自分のトラッシュから「スパンダイン」以外のコスト4以下の『CP』を含む特徴を持つキャラカード1枚までを、レストで登場させる。,,プレミアムブースター ONE PIECE CARD THE BEST ストレージボックスセット,,
EB01-043,スパンダイン,R,CHARACTER,黒,コスト,3,2000,1000,知,CP9,2,【登場時】自分のトラッシュの『CP』を含む特徴を持つカード3枚を好きな順番でデッキの下に置くことができる：自分のトラッシュから「スパンダイン」以外のコスト4以下の『CP』を含む特徴を持つキャラカード1枚までを、レストで登場させる。,,プレミアムブースター ONE PIECE CARD THE BEST ストレージボックスセット,,
EB02-041,ゴーイング・メリー号,R,STAGE,紫,コスト,1,-,-,-,麦わらの一味,3,【登場時】自分のリーダーが特徴《麦わらの一味》を持つ場合、カード1枚を引く。【起動メイン】このステージをレストにできる：自分の場のドン‼が相手の場のドン‼の枚数以下の場合、自分の特徴《麦わらの一味》を持つキャラ1枚までを、次の相手のターン終了時まで、コスト+2。,,プレミアムカードコレクション - ベストセレクション vol.5 -,,
OP01-001,ロロノア・ゾロ,L,LEADER,赤,ライフ,5,5000,-,斬,超新星/麦わらの一味,1,【ドン‼×1】【自分のターン中】自分のキャラすべてを、パワー+1000。,,プレミアムカードコレクション 25周年エディション,,
OP01-001,ロロノア・ゾロ,L,LEADER,赤,ライフ,5,5000,-,斬,超新星/麦わらの一味,1,【ドン‼×1】【自分のターン中】自分のキャラすべてを、パワー+1000。,,週刊少年ジャンプ応募者全員サービス,,
OP01-005,ウタ,R,CHARACTER,赤,コスト,4,4000,-,特,FILM,1,【登場時】自分のトラッシュの「ウタ」以外のコスト3以下の赤のキャラカード1枚までを、手札に加える。,,プレミアムカードコレクション ‐ONE PIECE FILM RED ‐,,
OP01-005,ウタ,R,CHARACTER,赤,コスト,4,4000,-,特,FILM,1,【登場時】自分のトラッシュの「ウタ」以外のコスト3以下の赤のキャラカード1枚までを、手札に加える。,,プレミアムカードコレクション-ウタ-,,
OP01-006,お玉,UC,CHARACTER,赤,コスト,1,-,2000,特,ワノ国,1,【登場時】相手のキャラ1枚までを、このターン中、パワー-2000。,,1st ANNIVERSARY SET,,
OP01-013,サンジ,R,CHARACTER,赤,コスト,2,3000,2000,打,麦わらの一味,1,【起動メイン】【ターン1回】自分のライフ1枚を手札に加えることができる：このキャラは、このターン中、パワー+2000。その後、このキャラにレストのドン‼2枚までを付与する。,,プレミアムカードコレクション 25周年エディション,,
OP01-014,ジンベエ,UC,CHARACTER,赤,コスト,4,5000,-,打,魚人族/麦わらの一味,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン!!×1】【ブロック時】自分の手札からコスト2以下の赤のキャラカード1枚までを、登場させる。,,プレミアムカードコレクション ‐ONE PIECE FILM RED ‐,,
OP01-016,ナミ,R,CHARACTER,赤,コスト,1,2000,1000,特,麦わらの一味,1,【登場時】自分のデッキの上から5枚を見て、「ナミ」以外の特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,プレミアムカードコレクション 25周年エディション,,
