CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
OP10-036,ペローナ,C,CHARACTER,緑,コスト,4,5000,1000,特,ODYSSEY/シッケアール王国/スリラーバーク海賊団,3,【自分のターン中】【ターン1回】キャラが自分の効果でレストになった時、自分のドン!!1枚までを、アクティブにする。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-020,ロロノア・ゾロ,L,LEADER,緑,ライフ,5,5000,-,斬,超新星/麦わらの一味,3,【ドン!!×3】【起動メイン】【ターン1回】このターン中、このリーダーが相手のキャラとバトルしている場合、このリーダーをアクティブにする。その後、このリーダーは、このターン中、相手の元々のコスト7以下のキャラへアタックできない。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-023,河松,UC,CHARACTER,緑,コスト,5,6000,2000,斬,魚人族/ワノ国/赤鞘九人男,3,-,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-026,くいな,UC,CHARACTER,緑,コスト,4,1000,1000,斬,東の海/シモツキ村,3,【起動メイン】このキャラをレストにできる：相手の元々のコスト4以下のキャラ1枚までを、レストにする。その後、自分のリーダーの「ロロノア・ゾロ」にレストのドン!!3枚までを、付与する。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-027,コウシロウ,UC,CHARACTER,緑,コスト,2,1000,1000,斬,東の海/シモツキ村,3,このキャラ以外の自分のコスト5以下の属性 (斬)を持つキャラが相手の効果でKOされる場合、代わりにこのキャラをレストにできる。【ブロッカー】,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-028,光月日和,R,CHARACTER,緑,コスト,1,-,1000,知,ワノ国/光月家,3,【起動メイン】自分のドン!!1枚とこのキャラをレストにできる：自分のリーダーが「ロロノア・ゾロ」の場合、自分のデッキの上から5枚を見て、属性 (斬)を持つカードか緑のイベント1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-031,たしぎ,R,CHARACTER,緑,コスト,5,7000,-,斬,東の海/海軍,3,【登場時】相手の元々のコスト6以下のキャラ1枚までを、レストにする。その後、自分のリーダーの「ロロノア・ゾロ」にレストのドン!!3枚までを、付与する。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP12-039,ルフィは海賊王になる男だ!!!,R,EVENT,緑,コスト,3,-,-,-,麦わらの一味,3,【メイン】自分のリーダーの「ロロノア・ゾロ」を、アクティブにする。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
OP15-036,リューマ,C,CHARACTER,緑,コスト,6,8000,-,斬,ワノ国/スリラーバーク海賊団,4,【登場時】/【アタック時】相手のレストのコスト4以下のキャラ1枚までを、KOする。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
ST24-005,X・ドレーク,C,CHARACTER,緑,コスト,5,5000,2000,斬,超新星/海軍/ドレーク海賊団,3,【登場時】自分のリーダーが特徴《超新星》を持つ場合、相手のコスト5以下のキャラ1枚までを、レストにする。その後、このターン終了時、自分のドン!!1枚までを、アクティブにする。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
ST32-001,錦えもん,C,CHARACTER,緑,コスト,1,2000,1000,斬,ワノ国/赤鞘九人男,5,【登場時】自分の、属性(斬)を持つリーダーかドン!!1枚をレストにできる：カード2枚を引き、自分の手札1枚を捨てる。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
ST32-002,光月おでん,SR,CHARACTER,緑,コスト,5,6000,1000,斬,ワノ国/光月家,5,【登場時】カード1枚を引き、相手の元々のコスト6以下のキャラ1枚までは、次の相手のエンドフェイズ終了時まで、レストにできない。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
ST32-003,ジュラキュール・ミホーク,SR,CHARACTER,緑,コスト,6,7000,-,斬,シッケアール王国/王下七武海,5,【自分のターン中】このキャラがレストになった時、カード1枚を引き、自分の手札1枚を捨てる。【登場時】自分のリーダーが属性(斬)を持つ場合、自分の手札からコスト5以下の、「ペローナ」か属性(斬)を持つキャラカード1枚までを、登場させる。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
ST32-004,シルバーズ・レイリー,C,CHARACTER,緑,コスト,4,5000,1000,斬,元ロジャー海賊団,5,自分のリーダーが属性(斬)を持つ場合、このキャラは【速攻：キャラ】を得る。(このカードは登場したターンにキャラへアタックできる)【登場時】相手のコスト2以下のキャラ2枚までを、レストにする。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
ST32-005,ロロノア・ゾロ,C,CHARACTER,緑,コスト,1,2000,2000,斬,超新星/麦わらの一味,5,【速攻：キャラ】(このカードは登場したターンにキャラへアタックできる)【登場時】自分のリーダーが属性(斬)を持つ場合、相手のコスト2以下のキャラ1枚までを、レストにする。,,スタートデッキ 緑 ロロノア・ゾロ【ST-32】,dummy.gif,
