CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
ST03-001,クロコダイル,L,LEADER,青,ライフ,5,5000,-,特,王下七武海/B・W,1,【起動メイン】【ターン1回】ドン!!-4(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：コスト5以下のキャラ1枚までを、持ち主の手札に戻す。,,王下七武海【ST-03】,,
ST03-002,エドワード・ウィーブル,C,CHARACTER,青,コスト,3,5000,1000,斬,王下七武海,1,-,,王下七武海【ST-03】,,
ST03-003,クロコダイル,SR,CHARACTER,青,コスト,5,6000,-,特,王下七武海/B・W,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン!!×1】【ブロック時】コスト2以下のキャラ1枚までを、持ち主のデッキの下に置く。,,王下七武海【ST-03】,,
ST03-004,ゲッコー・モリア,C,CHARACTER,青,コスト,4,5000,1000,特,王下七武海/スリラーバーク海賊団,1,【登場時】自分のトラッシュの「ゲッコー・モリア」以外のコスト4以下の特徴《王下七武海》か《スリラーバーク海賊団》を持つキャラカード1枚までを、手札に加える。,,王下七武海【ST-03】,,
ST03-005,ジュラキュール・ミホーク,C,CHARACTER,青,コスト,4,5000,2000,斬,王下七武海,1,【ドン!!×1】【アタック時】カード2枚を引き、自分の手札2枚を捨てる。,,王下七武海【ST-03】,,
ST03-006,ジンベエ,C,CHARACTER,青,コスト,2,4000,1000,打,魚人族/王下七武海/タイヨウの海賊団,1,-,,王下七武海【ST-03】,,
ST03-007,戦桃丸,C,CHARACTER,青,コスト,3,4000,1000,斬,海軍,1,【ドン!!×1】【起動メイン】【ターン1回】②(コストエリアのドン!!を指定の数レストにできる)：自分のデッキからコスト4以下の「パシフィスタ」1枚までを、登場させ、デッキをシャッフルする。,,王下七武海【ST-03】,,
ST03-008,トラファルガー・ロー,C,CHARACTER,青,コスト,1,1000,-,斬,王下七武海/ハートの海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,王下七武海【ST-03】,,
ST03-009,ドンキホーテ・ドフラミンゴ,SR,CHARACTER,青,コスト,7,7000,-,特,王下七武海/ドンキホーテ海賊団,1,【登場時】コスト7以下のキャラ1枚までを、持ち主の手札に戻す。,,王下七武海【ST-03】,,
ST03-010,バーソロミュー・くま,C,CHARACTER,青,コスト,2,3000,-,打,王下七武海/革命軍,1,【登場時】自分のデッキの上から3枚を見て、好きな順番に並び変え、デッキの上か下に置く。,【】このカードを登場させる。,王下七武海【ST-03】,,
ST03-011,バギー,C,CHARACTER,青,コスト,1,3000,1000,斬,王下七武海/バギーズデリバリー,1,-,,王下七武海【ST-03】,,
ST03-012,パシフィスタ,C,CHARACTER,青,コスト,4,6000,1000,特,生物兵器/海軍,1,-,,王下七武海【ST-03】,,
ST03-013,ボア・ハンコック,C,CHARACTER,青,コスト,3,1000,1000,特,王下七武海/九蛇海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,王下七武海【ST-03】,,
ST03-014,マーシャル・D・ティーチ,C,CHARACTER,青,コスト,4,4000,1000,特,王下七武海/黒ひげ海賊団,1,【登場時】コスト3以下のキャラ1枚までを、持ち主の手札に戻す。,,王下七武海【ST-03】,,
ST03-015,砂嵐,C,EVENT,青,コスト,4,-,-,-,王下七武海/B・W,1,【メイン】コスト7以下のキャラ1枚までを、持ち主の手札に戻す。,【】このカードの【メイン】効果を発動する。,王下七武海【ST-03】,,
ST03-016,つっぱり圧力砲,C,EVENT,青,コスト,2,-,-,-,王下七武海/革命軍,1,【カウンター】コスト3以下のキャラ1枚までを、持ち主の手札に戻す。,【】このカードの【カウンター】効果を発動する。,王下七武海【ST-03】,,
ST03-017,メロメロ甘風,C,EVENT,青,コスト,2,-,-,-,王下七武海/九蛇海賊団,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分の手札が3枚以下の場合、カード1枚を引く。,,王下七武海【ST-03】,,
