CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
ST06-001,サカズキ,L,LEADER,黒,ライフ,5,5000,-,特,海軍,1,【起動メイン】【ターン1回】③(コストエリアのドン‼を指定の数レストにできる)，自分の手札1枚を捨てることができる：相手のコスト0のキャラ1枚までを、KOする。,,海軍【ST-06】,,
ST06-002,コビー,C,CHARACTER,黒,コスト,1,2000,1000,打,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト0のキャラ1枚までを、KOする。,,海軍【ST-06】,,
ST06-003,ジャンゴ,C,CHARACTER,黒,コスト,1,3000,1000,斬,海軍,1,-,,海軍【ST-06】,,
ST06-004,スモーカー,SR,CHARACTER,黒,コスト,5,7000,-,特,海軍,1,このキャラは効果でKOされない。【ドン!!×1】コスト0のキャラがいる場合、このキャラは【ダブルアタック】を得る。(このカードが与えるダメージは2になる),,海軍【ST-06】,,
ST06-005,センゴク,C,CHARACTER,黒,コスト,5,6000,1000,知,海軍,1,【アタック時】相手のキャラ1枚までを、このターン中、コスト-4。,,海軍【ST-06】,,
ST06-006,たしぎ,C,CHARACTER,黒,コスト,3,4000,2000,斬,海軍,1,【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,海軍【ST-06】,,
ST06-007,つる,C,CHARACTER,黒,コスト,2,2000,1000,知,海軍,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,海軍【ST-06】,,
ST06-008,ヒナ,C,CHARACTER,黒,コスト,3,5000,-,特,海軍,1,【登場時】相手のキャラ1枚までを、このターン中、コスト-4。,,海軍【ST-06】,,
ST06-009,フルボディ,C,CHARACTER,黒,コスト,2,4000,1000,打,海軍,1,-,,海軍【ST-06】,,
ST06-010,ヘルメッポ,C,CHARACTER,黒,コスト,2,3000,1000,斬,海軍,1,【登場時】相手のキャラ1枚までを、このターン中、コスト-3。,,海軍【ST-06】,,
ST06-011,モモンガ,C,CHARACTER,黒,コスト,4,6000,1000,斬,海軍,1,-,,海軍【ST-06】,,
ST06-012,モンキー・D・ガープ,SR,CHARACTER,黒,コスト,5,6000,-,打,海軍,1,【起動メイン】自分の手札1枚を捨て、このキャラをレストにできる：相手のコスト4以下のキャラ1枚までを、KOする。,,海軍【ST-06】,,
ST06-013,Tボーン,C,CHARACTER,黒,コスト,3,5000,1000,斬,海軍,1,-,,海軍【ST-06】,,
ST06-014,衝撃波,C,EVENT,黒,コスト,2,-,-,-,海軍,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、相手のアクティブのコスト3以下のキャラ1枚までを、KOする。,【トリガー】相手のコスト4以下のキャラ1枚までを、KOする。,海軍【ST-06】,,
ST06-015,大噴火,C,EVENT,黒,コスト,1,-,-,-,海軍,1,【メイン】カード1枚を引く。その後、相手のキャラ1枚までを、このターン中、コスト-2。,【トリガー】相手は自身の手札1枚を選び、捨てる。,海軍【ST-06】,,
ST06-016,ホワイト・アウト,C,EVENT,黒,コスト,1,-,-,-,海軍,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。,【トリガー】カード1枚を引き、自分のキャラは、このターン中、KOされない。,海軍【ST-06】,,
ST06-017,海軍本部,C,STAGE,黒,コスト,1,-,-,-,海軍,1,【登場時】相手のキャラ1枚までを、このターン中、コスト-1。【起動メイン】このステージをレストにできる：自分のリーダーが特徴《海軍》を持つ場合、相手のキャラ1枚までを、このターン中、コスト-1。,,海軍【ST-06】,,
