CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
ST01-001,モンキー・D・ルフィ,L,LEADER,赤,ライフ,5,5000,-,打,超新星/麦わらの一味,1,【起動メイン】【ターン1回】このリーダーか自分のキャラ1枚にレストのドン!!1枚までを付与する。,,麦わらの一味【ST-01】,dummy.gif,
ST01-002,ウソップ,C,CHARACTER,赤,コスト,2,2000,1000,射,麦わらの一味,1,【ドン!!×2】【アタック時】相手は、このバトル中、パワー5000以上のキャラの【ブロッカー】を発動できない。,【】このカードを登場させる。,麦わらの一味【ST-01】,dummy.gif,
ST01-003,カルー,C,CHARACTER,赤,コスト,1,3000,1000,打,動物/アラバスタ王国,1,-,,麦わらの一味【ST-01】,dummy.gif,
ST01-004,サンジ,C,CHARACTER,赤,コスト,2,4000,-,打,麦わらの一味,1,【ドン!!×2】このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,麦わらの一味【ST-01】,dummy.gif,
ST01-005,ジンベエ,C,CHARACTER,赤,コスト,3,5000,-,打,魚人族/麦わらの一味,1,【ドン!!×1】【アタック時】このキャラ以外の自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,,麦わらの一味【ST-01】,dummy.gif,
ST01-006,トニートニー・チョッパー,C,CHARACTER,赤,コスト,1,1000,-,打,動物/麦わらの一味,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,麦わらの一味【ST-01】,dummy.gif,
ST01-007,ナミ,C,CHARACTER,赤,コスト,1,1000,1000,特,麦わらの一味,1,【起動メイン】【ターン1回】自分のリーダーかキャラ1枚にレストのドン!!1枚までを付与する。,,麦わらの一味【ST-01】,dummy.gif,
ST01-008,ニコ・ロビン,C,CHARACTER,赤,コスト,3,5000,1000,知,麦わらの一味,1,-,,麦わらの一味【ST-01】,dummy.gif,
ST01-009,ネフェルタリ・ビビ,C,CHARACTER,赤,コスト,2,4000,1000,斬,アラバスタ王国,1,-,,麦わらの一味【ST-01】,dummy.gif,
ST01-010,フランキー,C,CHARACTER,赤,コスト,4,6000,1000,打,麦わらの一味,1,-,,麦わらの一味【ST-01】,dummy.gif,
ST01-011,ブルック,C,CHARACTER,赤,コスト,2,3000,2000,斬,麦わらの一味,1,【登場時】自分のリーダーかキャラ1枚にレストのドン!!2枚までを付与する。,,麦わらの一味【ST-01】,dummy.gif,
ST01-012,モンキー・D・ルフィ,SR,CHARACTER,赤,コスト,5,6000,-,打,超新星/麦わらの一味,1,【速攻】(このカードは登場したターンにアタックできる)【ドン!!×2】【アタック時】相手は、このバトル中、【ブロッカー】を発動できない。,,麦わらの一味【ST-01】,dummy.gif,
ST01-013,ロロノア・ゾロ,SR,CHARACTER,赤,コスト,3,5000,-,斬,超新星/麦わらの一味,1,【ドン!!×1】このキャラのパワー+1000。,,麦わらの一味【ST-01】,dummy.gif,
ST01-014,毛皮強化,C,EVENT,赤,コスト,1,-,-,-,動物/麦わらの一味,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,麦わらの一味【ST-01】,dummy.gif,
ST01-015,ゴムゴムのJET銃,C,EVENT,赤,コスト,4,-,-,-,超新星/麦わらの一味,1,【メイン】相手のパワー6000以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,麦わらの一味【ST-01】,dummy.gif,
ST01-016,悪魔風脚,C,EVENT,赤,コスト,1,-,-,-,麦わらの一味,1,【メイン】自分の特徴《麦わらの一味》を持つ、リーダーかキャラ1枚までを選ぶ。相手は、このターン中、そのリーダーかキャラがアタックする場合【ブロッカー】を発動できない。,【】相手のコスト3以下の【ブロッカー】を持つキャラ1枚までを、KOする。,麦わらの一味【ST-01】,dummy.gif,
ST01-017,サウザンド・サニー号,C,STAGE,赤,コスト,2,-,-,-,麦わらの一味,1,【起動メイン】このステージをレストにできる：自分の特徴《麦わらの一味》を持つリーダーかキャラ1枚までを、このターン中、パワー+1000。,,麦わらの一味【ST-01】,dummy.gif,
