CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
EB01-009,うるせェ!!!いこう!!!!,C,EVENT,赤,コスト,1,-,-,-,ドラム王国/麦わらの一味,2,【カウンター】自分のデッキの上から5枚を見て、コスト3以下の特徴《動物》を持つキャラカード1枚までを、登場させる。その後、残りを好きな順番でデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-009,うるせェ!!!いこう!!!!,C,EVENT,赤,コスト,1,-,-,-,ドラム王国/麦わらの一味,2,【カウンター】自分のデッキの上から5枚を見て、コスト3以下の特徴《動物》を持つキャラカード1枚までを、登場させる。その後、残りを好きな順番でデッキの下に置く。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-012,キャベンディッシュ,SR,CHARACTER,緑,コスト,5,6000,1000,斬,超新星/美しき海賊団,2,【登場時】/【アタック時】自分のリーダーが特徴《超新星》を持ち、自分のキャラの他の「キャベンディッシュ」がいない場合、自分のドン‼2枚までをアクティブにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-015,スクラッチメン・アプー,R,CHARACTER,緑,コスト,1,1000,2000,特,超新星/オンエア海賊団,2,【登場時】相手のコスト2以下のキャラ1枚までを、レストにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-015,スクラッチメン・アプー,R,CHARACTER,緑,コスト,1,1000,2000,特,超新星/オンエア海賊団,2,【登場時】相手のコスト2以下のキャラ1枚までを、レストにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-018,山さん,C,CHARACTER,緑,コスト,5,7000,1000,打,動物/ワノ国,2,-,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-018,山さん,C,CHARACTER,緑,コスト,5,7000,1000,打,動物/ワノ国,2,-,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-038,オカマ道,C,EVENT,紫,コスト,1,-,-,-,B・W,2,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが『B・W』を含む特徴を持つ場合、自分のキャラ1枚を選ぶ。選んだキャラにアタックの対象を変更する。,【】ドン‼-1：カード2枚を引く。,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-038,オカマ道,C,EVENT,紫,コスト,1,-,-,-,B・W,2,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが『B・W』を含む特徴を持つ場合、自分のキャラ1枚を選ぶ。選んだキャラにアタックの対象を変更する。,【】ドン‼-1：カード2枚を引く。,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-046,ブルック,SR,CHARACTER,黒,コスト,3,4000,1000,斬,麦わらの一味,2,【登場時】/【アタック時】相手のキャラ1枚までを、このターン中、コスト-1。その後、相手のコスト0のキャラ1枚までを、KOする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
