CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
EB01-001,光月おでん,L,LEADER,赤/緑,ライフ,4,5000,-,斬,ワノ国/光月家,2,ルール上、自分の特徴《ワノ国》を持ちカウンターを持たないキャラカードすべてはカウンター+1000を持つ。【ドン‼×1】【アタック時】自分のコスト5以上の特徴《ワノ国》を持つキャラがいる場合、このリーダーは、次の自分のターン開始時まで、パワー+1000。,,エクストラブースター Anime 25th collection【EB-02】,,
EB01-021,ハンニャバル,L,LEADER,青/紫,ライフ,4,5000,-,斬,インペルダウン,2,【自分のターン終了時】自分のコスト2以上の特徴《インペルダウン》を持つキャラ1枚を持ち主の手札に戻すことができる：ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,エクストラブースター Anime 25th collection【EB-02】,,
EB01-040,キュロス,L,LEADER,黒/黄,ライフ,4,5000,-,斬,ドレスローザ,2,【起動メイン】【ターン1回】自分のライフの上から1枚を表向きにできる：相手のコスト0のキャラ1枚までを、KOする。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-001,カルー,C,CHARACTER,赤,コスト,5,7000,1000,打,動物/アラバスタ王国,3,-,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-002,サボ,R,CHARACTER,赤,コスト,4,5000,2000,特,ドレスローザ/革命軍,3,【起動メイン】このキャラをレストにできる：自分の「サボ」以外の特徴《革命軍》を持つキャラ1枚までを、このターン中、パワー+2000。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-003,トニートニー・チョッパー,R,CHARACTER,赤,コスト,3,3000,1000,打,動物/ドラム王国/麦わらの一味,3,【ドン‼×2】【相手のターン中】このキャラのパワー+2000。【登場時】自分のリーダーが特徴《麦わらの一味》を持つ場合、自分のリーダーかキャラ1枚にレストのドン!!1枚までを、付与する。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-003,トニートニー・チョッパー,R,CHARACTER,赤,コスト,3,3000,1000,打,動物/ドラム王国/麦わらの一味,3,【ドン‼×2】【相手のターン中】このキャラのパワー+2000。【登場時】自分のリーダーが特徴《麦わらの一味》を持つ場合、自分のリーダーかキャラ1枚にレストのドン!!1枚までを、付与する。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-004,ドン・アッチーノ,C,CHARACTER,赤,コスト,8,10000,1000,特,アッチーノファミリー,3,-,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-005,ニセ麦わらの一味,C,CHARACTER,赤,コスト,2,3000,-,射,ニセ麦わらの一味,3,【自分のターン中】このキャラのパワー+2000。【相手のターン中】このキャラのパワー-2000。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-006,ヤマト,SR,CHARACTER,赤,コスト,6,7000,-,打,ワノ国,3,【起動メイン】【ターン1回】自分のリーダーが特徴《ワノ国》を持つか「ポートガス・D・エース」の場合、自分のリーダー1枚にレストのドン‼1枚までを、付与する。その後、このキャラは、このターン中、【速攻】を得る。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-006,ヤマト,SR,CHARACTER,赤,コスト,6,7000,-,打,ワノ国,3,【起動メイン】【ターン1回】自分のリーダーが特徴《ワノ国》を持つか「ポートガス・D・エース」の場合、自分のリーダー1枚にレストのドン‼1枚までを、付与する。その後、このキャラは、このターン中、【速攻】を得る。,,エクストラブースター Anime 25th collection【EB-02】,,
EB02-007,刻蹄・桜吹雪,C,EVENT,赤,コスト,3,-,-,-,動物/W7/麦わらの一味,3,【メイン】自分のリーダーとキャラ合計3枚までを、このターン中、パワー+1000。その後、相手のパワー3000以下のキャラ1枚までを、KOする。,【トリガー】相手のパワー4000以下のキャラ1枚までを、KOする。,エクストラブースター Anime 25th collection【EB-02】,,
EB02-008,最高到達点,R,EVENT,赤,コスト,2,-,-,-,音楽,3,【メイン】自分のデッキの上から4枚を見て、コスト4以上のカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【トリガー】このカードの【メイン】効果を発動する。,エクストラブースター Anime 25th collection【EB-02】,,
EB02-009,サウザンド・サニー号,C,STAGE,赤,コスト,2,-,-,-,麦わらの一味,3,【起動メイン】このステージをレストにできる：自分の付与されているドン‼1枚までを、自分の特徴《麦わらの一味》を持つキャラ1枚に付与する。,,エクストラブースター Anime 25th collection【EB-02】,,
