CardID,Name,Rarity,Type,Cost_Life_Type,Cost_Life_Value,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
ST09-001,ヤマト,L,LEADER,ライフ,5,打,5000,-,黄,ワノ国,【ドン!!×1】【相手のターン中】自分のライフが2枚以下の場合、このリーダーはパワー+1000。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-002,雨月天ぷら,C,CHARACTER,コスト,4,斬,5000,1000,黄,ワノ国,-,【】相手のコスト2以下のキャラ1枚までを、レストにし、このカードを手札に加える。,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-003,うるティ,C,CHARACTER,コスト,4,打,6000,1000,黄,百獣海賊団,-,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-004,カイドウ,C,CHARACTER,コスト,4,特,5000,1000,黄,四皇/百獣海賊団,【ドン!!×1】自分のライフが2枚以下の場合、このキャラはバトルでKOされない。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-005,光月おでん,SR,CHARACTER,コスト,7,斬,7000,-,黄,ワノ国/光月家,【ドン!!×1】このキャラは【ダブルアタック】を得る。(このカードが与えるダメージは2になる)【KO時】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-006,光月モモの助,C,CHARACTER,コスト,2,特,4000,1000,黄,ワノ国/光月家,-,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-007,しのぶ,C,CHARACTER,コスト,3,特,2000,-,黄,ワノ国,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ブロック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、このバトル中、パワー+4000。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-008,霜月牛マル,C,CHARACTER,コスト,5,斬,6000,-,黄,ワノ国,【ドン!!×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分の手札からコスト4以下の黄の特徴《ワノ国》を持つキャラカード1枚までを、登場させる。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-009,風月おむすび,C,CHARACTER,コスト,3,斬,4000,1000,黄,ワノ国,-,【】相手のコスト1以下のキャラ1枚までを、KOし、このカードを手札に加える。,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-010,ポートガス・D・エース,SR,CHARACTER,コスト,6,特,7000,-,黄,ワノ国/白ひげ海賊団,【ターン1回】このキャラがKOされる場合、代わりに自分のライフの上か下から1枚をトラッシュに置くことができる。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-011,モンキー・D・ルフィ,C,CHARACTER,コスト,3,打,5000,1000,黄,ワノ国/麦わらの一味,-,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-012,ヤマト,C,CHARACTER,コスト,3,打,3000,2000,黄,ワノ国,【アタック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、次の自分のターン開始時まで、パワー+2000。,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-013,ヤマト,C,CHARACTER,コスト,5,特,7000,1000,黄,ワノ国,-,,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-014,鳴鏑,C,EVENT,コスト,1,-,-,-,黄,ワノ国,【カウンター】自分のライフが2枚以下の場合、相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,【】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
ST09-015,雷鳴八卦,C,EVENT,コスト,2,-,-,-,黄,ワノ国,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分のライフが2枚以下の場合、相手のコスト3以下のキャラ1枚までを、持ち主のライフの上か下に表向きで加える。,【】カード1枚を引く。,Side ヤマト【ST-09】,,550009,スタートデッキ Side ヤマト【ST-09】
