CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
OP04-001,ネフェルタリ・ビビ,L,LEADER,赤/青,ライフ,5,5000,-,斬,アラバスタ王国,1,このリーダーはアタックできない。【起動メイン】【ターン1回】➁(コストエリアのドン!!を指定の数レストにできる)：カード1枚を引き、自分のキャラ1枚までは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,謀略の王国【OP-04】,dummy.gif,
OP04-001,ネフェルタリ・ビビ,L,LEADER,赤/青,ライフ,5,5000,-,斬,アラバスタ王国,1,このリーダーはアタックできない。【起動メイン】【ターン1回】➁(コストエリアのドン!!を指定の数レストにできる)：カード1枚を引き、自分のキャラ1枚までは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,謀略の王国【OP-04】,dummy.gif,
OP04-002,イガラム,R,CHARACTER,赤,コスト,2,3000,1000,射,アラバスタ王国,1,【起動メイン】このキャラをレストにし、自分のアクティブのリーダー1枚を、このターン中、パワー-5000することができる：自分のデッキの上から5枚を見て、特徴《アラバスタ王国》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,謀略の王国【OP-04】,dummy.gif,
OP04-003,ウソップ,UC,CHARACTER,赤,コスト,4,5000,1000,知,アラバスタ王国/麦わらの一味,1,【KO時】相手の元々のパワーが5000以下のキャラ1枚までを、KOする。,,謀略の王国【OP-04】,dummy.gif,
OP04-004,カルー,C,CHARACTER,赤,コスト,1,2000,1000,打,動物/アラバスタ王国,1,【起動メイン】このキャラをレストにできる：自分の特徴《アラバスタ王国》を持つキャラすべてにレストのドン!!1枚ずつまでを、付与する。,,謀略の王国【OP-04】,dummy.gif,
OP04-005,クンフージュゴン,C,CHARACTER,赤,コスト,1,1000,1000,打,動物/アラバスタ王国,1,このキャラ以外の自分の「クンフージュゴン」がいる場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,謀略の王国【OP-04】,dummy.gif,
OP04-006,コーザ,UC,CHARACTER,赤,コスト,3,3000,2000,斬,アラバスタ王国,1,【アタック時】自分のアクティブのリーダー1枚を、このターン中、パワー-5000することができる：このキャラは、次の自分のターン開始時まで、パワー+2000。,,謀略の王国【OP-04】,dummy.gif,
OP04-007,サンジ,C,CHARACTER,赤,コスト,1,3000,1000,打,アラバスタ王国/麦わらの一味,1,-,,謀略の王国【OP-04】,dummy.gif,
OP04-008,チャカ,R,CHARACTER,赤,コスト,3,5000,-,斬,アラバスタ王国,1,【ドン!!×1】【アタック時】自分のリーダーが「ネフェルタリ・ビビ」の場合、相手のキャラ1枚までを、このターン中、パワー-3000。その後、相手のパワー0以下のキャラ1枚までを、KOする。,,謀略の王国【OP-04】,dummy.gif,
OP04-009,超カルガモ部隊,UC,CHARACTER,赤,コスト,2,3000,2000,打,動物/アラバスタ王国,1,【アタック時】自分のアクティブのリーダー1枚を、このターン中、パワー-5000することができる：このターン終了時、このキャラを持ち主の手札に戻す。,,謀略の王国【OP-04】,dummy.gif,
OP04-010,トニートニー・チョッパー,C,CHARACTER,赤,コスト,3,4000,1000,打,動物/アラバスタ王国/麦わらの一味,1,【登場時】自分の手札からパワー3000以下の特徴《動物》を持つキャラカード1枚までを、登場させる。,,謀略の王国【OP-04】,dummy.gif,
OP04-011,ナミ,C,CHARACTER,赤,コスト,2,3000,1000,知,アラバスタ王国/麦わらの一味,1,【アタック時】自分のデッキの上から1枚を公開し、公開したカードがパワー6000以上のキャラカードだった場合、このキャラは、このターン中、パワー+3000。その後、公開したカードをデッキの下に置く。,,謀略の王国【OP-04】,dummy.gif,
OP04-012,ネフェルタリ・コブラ,C,CHARACTER,赤,コスト,2,-,1000,知,アラバスタ王国,1,【自分のターン中】このキャラ以外の自分の特徴《アラバスタ王国》を持つキャラすべてを、パワー+1000。,,謀略の王国【OP-04】,dummy.gif,
OP04-013,ペル,SR,CHARACTER,赤,コスト,5,6000,-,斬,アラバスタ王国,1,【ドン!!×1】【アタック時】相手のパワー4000以下のキャラ1枚までを、KOする。,,謀略の王国【OP-04】,dummy.gif,
OP04-013,ペル,SR,CHARACTER,赤,コスト,5,6000,-,斬,アラバスタ王国,1,【ドン!!×1】【アタック時】相手のパワー4000以下のキャラ1枚までを、KOする。,,謀略の王国【OP-04】,dummy.gif,
OP04-014,モンキー・D・ルフィ,UC,CHARACTER,赤,コスト,8,9000,-,打,アラバスタ王国/麦わらの一味,1,【バニッシュ】(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,謀略の王国【OP-04】,dummy.gif,
OP04-015,ロロノア・ゾロ,R,CHARACTER,赤,コスト,5,6000,1000,斬,アラバスタ王国/麦わらの一味,1,【登場時】相手のキャラ1枚までを、このターン中、パワー-2000。,,謀略の王国【OP-04】,dummy.gif,
OP04-016,反行儀キックコース,R,EVENT,赤,コスト,-,-,-,-,アラバスタ王国/麦わらの一味,1,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【】相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,謀略の王国【OP-04】,dummy.gif,
OP04-017,幸せパンチ,C,EVENT,赤,コスト,1,-,-,-,アラバスタ王国/麦わらの一味,1,【カウンター】相手のリーダーかキャラ1枚までを、このターン中、パワー-2000。その後、自分のリーダーがアクティブの場合、相手のリーダーかキャラ1枚までを、このターン中、パワー-1000。,,謀略の王国【OP-04】,dummy.gif,
OP04-018,魅惑のメマーイダンス,UC,EVENT,赤,コスト,3,-,-,-,アラバスタ王国,1,【メイン】自分のリーダーが特徴《アラバスタ王国》を持つ場合、相手のキャラ2枚までを、このターン中、パワー-2000。,【】このカードの【メイン】効果を発動する。,謀略の王国【OP-04】,dummy.gif,
OP04-019,ドンキホーテ・ドフラミンゴ,L,LEADER,緑/紫,ライフ,4,5000,-,特,王下七武海/ドンキホーテ海賊団,1,【自分のターン終了時】自分のドン!!2枚までを、アクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-019,ドンキホーテ・ドフラミンゴ,L,LEADER,緑/紫,ライフ,4,5000,-,特,王下七武海/ドンキホーテ海賊団,1,【自分のターン終了時】自分のドン!!2枚までを、アクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-020,イッショウ,L,LEADER,緑/黒,ライフ,4,5000,-,特,海軍,1,【ドン!!×1】【自分のターン中】相手のキャラすべてを、コスト-1。【自分のターン終了時】➀(コストエリアのドン!!を指定の数レストにできる)：自分のコスト5以下のキャラ1枚までを、アクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-020,イッショウ,L,LEADER,緑/黒,ライフ,4,5000,-,特,海軍,1,【ドン!!×1】【自分のターン中】相手のキャラすべてを、コスト-1。【自分のターン終了時】➀(コストエリアのドン!!を指定の数レストにできる)：自分のコスト5以下のキャラ1枚までを、アクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-021,ヴィオラ,C,CHARACTER,緑,コスト,3,3000,2000,特,ドンキホーテ海賊団,1,【相手のアタック時】➁(コストエリアのドン!!を指定の数レストにできる)：相手のドン!!1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-022,エリック,UC,CHARACTER,緑,コスト,1,2000,1000,斬,東の海,1,【起動メイン】このキャラをレストにできる：相手のコスト1以下のキャラ1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-023,クロ,C,CHARACTER,緑,コスト,6,8000,1000,斬,東の海/クロネコ海賊団,1,-,,謀略の王国【OP-04】,dummy.gif,
OP04-024,シュガー,SR,CHARACTER,緑,コスト,2,-,1000,特,ドンキホーテ海賊団,1,【相手のターン中】【ターン1回】相手がキャラを登場させた時、自分のリーダーが特徴《ドンキホーテ海賊団》を持つ場合、相手のキャラ1枚までを、レストにする。その後、このキャラをレストにする。【登場時】相手のコスト4以下のキャラ1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-024,シュガー,SR,CHARACTER,緑,コスト,2,-,1000,特,ドンキホーテ海賊団,1,【相手のターン中】【ターン1回】相手がキャラを登場させた時、自分のリーダーが特徴《ドンキホーテ海賊団》を持つ場合、相手のキャラ1枚までを、レストにする。その後、このキャラをレストにする。【登場時】相手のコスト4以下のキャラ1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-025,ジョーラ,C,CHARACTER,緑,コスト,4,4000,1000,特,ドンキホーテ海賊団,1,【相手のアタック時】➁(コストエリアのドン!!を指定の数レストにできる)：相手のコスト4以下のキャラ1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-026,セニョール・ピンク,R,CHARACTER,緑,コスト,3,5000,-,特,ドンキホーテ海賊団,1,【アタック時】➀(コストエリアのドン!!を指定の数レストにできる)：自分のリーダーが特徴《ドンキホーテ海賊団》を持つ場合、相手のコスト4以下のキャラ1枚までを、レストにする。その後、このターン終了時、自分のドン!!1枚までを、アクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-027,ダディ・マスターソン,C,CHARACTER,緑,コスト,4,5000,-,射,東の海/元海軍,1,【ドン!!×1】【自分のターン終了時】このキャラをアクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-028,ディアマンテ,R,CHARACTER,緑,コスト,5,6000,1000,斬,ドンキホーテ海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン!!×1】【自分のターン終了時】自分のアクティブのドン!!が2枚以上ある場合、このキャラをアクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-028,ディアマンテ,R,CHARACTER,緑,コスト,5,6000,1000,斬,ドンキホーテ海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン!!×1】【自分のターン終了時】自分のアクティブのドン!!が2枚以上ある場合、このキャラをアクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-029,デリンジャー,C,CHARACTER,緑,コスト,3,4000,1000,打,ドンキホーテ海賊団,1,【自分のターン終了時】自分のドン!!1枚までを、アクティブにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-030,トレーボル,R,CHARACTER,緑,コスト,6,6000,-,特,ドンキホーテ海賊団,1,【登場時】相手のレストのコスト5以下のキャラ1枚までを、KOする。【相手のアタック時】➁(コストエリアのドン!!を指定の数レストにできる)：相手のコスト4以下のキャラ1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-030,トレーボル,R,CHARACTER,緑,コスト,6,6000,-,特,ドンキホーテ海賊団,1,【登場時】相手のレストのコスト5以下のキャラ1枚までを、KOする。【相手のアタック時】➁(コストエリアのドン!!を指定の数レストにできる)：相手のコスト4以下のキャラ1枚までを、レストにする。,,謀略の王国【OP-04】,dummy.gif,
OP04-031,ドンキホーテ・ドフラミンゴ,SR,CHARACTER,緑,コスト,10,10000,-,特,王下七武海/ドンキホーテ海賊団,1,【登場時】相手のレストの、リーダーとキャラ合計3枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,謀略の王国【OP-04】,dummy.gif,
