CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
OP12-001,シルバーズ・レイリー,L,LEADER,赤,ライフ,5,5000,-,斬,元ロジャー海賊団,3,ルール上、自分はコスト5以上のカードをデッキに入れることができない。【起動メイン】【ターン1回】自分の手札からイベント2枚を公開することができる：自分の元々のパワー4000以下のキャラ1枚までを、このターン中、パワー+2000。,,師弟の絆【OP-12】,,
OP12-001,シルバーズ・レイリー,L,LEADER,赤,ライフ,5,5000,-,斬,元ロジャー海賊団,3,ルール上、自分はコスト5以上のカードをデッキに入れることができない。【起動メイン】【ターン1回】自分の手札からイベント2枚を公開することができる：自分の元々のパワー4000以下のキャラ1枚までを、このターン中、パワー+2000。,,師弟の絆【OP-12】,,
OP12-002,エドワード・ニューゲート,UC,CHARACTER,赤,コスト,5,6000,2000,特,白ひげ海賊団,3,-,,師弟の絆【OP-12】,,
OP12-003,クロッカス,UC,CHARACTER,赤,コスト,2,3000,1000,知,元ロジャー海賊団,3,【KO時】自分の手札からイベント2枚を公開することができる：自分の手札からパワー3000以下の赤のキャラカード1枚までを、登場させる。,,師弟の絆【OP-12】,,
OP12-004,光月おでん,UC,CHARACTER,赤,コスト,2,3000,1000,斬,ワノ国/光月家/ロジャー海賊団,3,【起動メイン】【ターン1回】自分の手札からイベント2枚を公開することができる：このキャラは、このターン中、パワー+2000。,,師弟の絆【OP-12】,,
OP12-005,シキ,C,CHARACTER,赤,コスト,8,10000,1000,斬,FILM/金獅子海賊団,3,-,,師弟の絆【OP-12】,,
OP12-006,シャクヤク,R,CHARACTER,赤,コスト,1,2000,1000,知,アマゾン・リリー,3,【登場時】自分のデッキの上から5枚を見て、「モンキー・Ｄ・ルフィ」か赤のイベント1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,師弟の絆【OP-12】,,
OP12-007,シャンクス,C,CHARACTER,赤,コスト,2,2000,1000,斬,ロジャー海賊団,3,【登場時】自分の「シャンクス」以外の『ロジャー海賊団』を含む特徴を持つキャラ1枚までは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,師弟の絆【OP-12】,,
OP12-008,シャンクス,R,CHARACTER,赤,コスト,4,6000,-,斬,四皇/赤髪海賊団,3,【ブロッカー】【相手のアタック時】【ターン1回】自分の手札1枚を捨てることができる：相手のリーダーかキャラ1枚までを、このターン中、パワー-2000。,,師弟の絆【OP-12】,,
OP12-008,シャンクス,R,CHARACTER,赤,コスト,4,6000,-,斬,四皇/赤髪海賊団,3,【ブロッカー】【相手のアタック時】【ターン1回】自分の手札1枚を捨てることができる：相手のリーダーかキャラ1枚までを、このターン中、パワー-2000。,,師弟の絆【OP-12】,,
OP12-009,ジンベエ,R,CHARACTER,赤,コスト,3,4000,1000,打,魚人族/タイヨウの海賊団,3,【登場時】自分の手札からイベント2枚を公開することができる：このキャラは、このターン中、【速攻】を得る。その後、次の相手のエンドフェイズ終了時まで、このキャラのパワー+1000。,,師弟の絆【OP-12】,,
OP12-010,ダグラス・バレット,UC,CHARACTER,赤,コスト,6,7000,2000,特,FILM/海賊万博/元ロジャー海賊団,3,-,,師弟の絆【OP-12】,,
OP12-011,デュバル,C,CHARACTER,赤,コスト,5,7000,1000,射,トビウオライダーズ,3,-,,師弟の絆【OP-12】,,
OP12-012,バギー,C,CHARACTER,赤,コスト,2,2000,1000,斬,ロジャー海賊団,3,【登場時】自分の「バギー」以外の『ロジャー海賊団』を含む特徴を持つキャラ1枚までは、次の相手のエンドフェイズ終了時まで、【ブロッカー】を得る。,,師弟の絆【OP-12】,,
OP12-013,はっちゃん,C,CHARACTER,赤,コスト,1,2000,1000,斬,魚人族/元アーロン一味,3,【起動メイン】このキャラをレストにし、自分の手札からイベント2枚を公開することができる：自分のリーダーかキャラ1枚にレストのドン‼2枚までを、付与する。,,師弟の絆【OP-12】,,
OP12-014,ボア・ハンコック,SR,CHARACTER,赤,コスト,2,3000,-,特,王下七武海/九蛇海賊団,3,【登場時】自分のデッキの上から5枚を見て、「モンキー・Ｄ・ルフィ」か赤のイベント1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【起動メイン】このキャラをトラッシュに置くことができる：自分のリーダーかキャラ1枚にレストのドン‼2枚までを、付与する。,,師弟の絆【OP-12】,,
OP12-014,ボア・ハンコック,SR,CHARACTER,赤,コスト,2,3000,-,特,王下七武海/九蛇海賊団,3,【登場時】自分のデッキの上から5枚を見て、「モンキー・Ｄ・ルフィ」か赤のイベント1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【起動メイン】このキャラをトラッシュに置くことができる：自分のリーダーかキャラ1枚にレストのドン‼2枚までを、付与する。,,師弟の絆【OP-12】,,
OP12-015,モンキー・Ｄ・ルフィ,SR,CHARACTER,赤,コスト,4,4000,1000,打,超新星/麦わらの一味,3,自分の付与されているドン‼が合計2枚以上ある場合、このキャラのパワー+2000。【登場時】自分の手札からイベント2枚を公開することができる：自分の手札からパワー3000以下の赤のキャラカード1枚までを、登場させる。その後、自分のリーダーかキャラ1枚にレストのドン‼1枚までを、付与する。,,師弟の絆【OP-12】,,
OP12-015,モンキー・Ｄ・ルフィ,SR,CHARACTER,赤,コスト,4,4000,1000,打,超新星/麦わらの一味,3,自分の付与されているドン‼が合計2枚以上ある場合、このキャラのパワー+2000。【登場時】自分の手札からイベント2枚を公開することができる：自分の手札からパワー3000以下の赤のキャラカード1枚までを、登場させる。その後、自分のリーダーかキャラ1枚にレストのドン‼1枚までを、付与する。,,師弟の絆【OP-12】,,
