CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
ST04-001,カイドウ,L,LEADER,紫,ライフ,5,5000,-,打,四皇/百獣海賊団,1,【起動メイン】【ターン1回】ドン!!-7(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のライフ1枚までをトラッシュに置く。,,百獣海賊団【ST-04】,,
ST04-002,うるティ,C,CHARACTER,紫,コスト,4,5000,2000,打,百獣海賊団,1,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分の手札のコスト4以下の「ページワン」1枚までを、登場させる。,,百獣海賊団【ST-04】,,
ST04-003,カイドウ,SR,CHARACTER,紫,コスト,9,10000,-,打,四皇/百獣海賊団,1,【登場時】ドン!!-5(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト6以下のキャラ1枚までを、KOし、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,百獣海賊団【ST-04】,,
ST04-004,キング,SR,CHARACTER,紫,コスト,6,7000,-,特,百獣海賊団,1,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト4以下のキャラ1枚までを、KOする。,,百獣海賊団【ST-04】,,
ST04-005,クイーン,C,CHARACTER,紫,コスト,5,6000,1000,打,百獣海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：カード2枚を引き、自分の手札1枚を捨てる。,,百獣海賊団【ST-04】,,
ST04-006,ササキ,C,CHARACTER,紫,コスト,3,4000,1000,射,百獣海賊団,1,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：カード1枚を引く。,,百獣海賊団【ST-04】,,
ST04-007,シープスヘッド,C,CHARACTER,紫,コスト,2,4000,1000,斬,百獣海賊団/SMILE,1,-,,百獣海賊団【ST-04】,,
ST04-008,ジャック,C,CHARACTER,紫,コスト,3,4000,1000,打,百獣海賊団,1,【登場時】自分の手札1枚を捨てることができる：ドン!!デッキからドン!!1枚までをアクティブで追加する。,,百獣海賊団【ST-04】,,
ST04-009,ジンラミー,C,CHARACTER,紫,コスト,1,3000,1000,打,百獣海賊団/SMILE,1,-,,百獣海賊団【ST-04】,,
ST04-010,フーズ・フー,C,CHARACTER,紫,コスト,3,3000,-,斬,百獣海賊団,1,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト3以下のキャラ1枚までを、KOする。,【】このカードを登場させる。,百獣海賊団【ST-04】,,
ST04-011,ブラックマリア,C,CHARACTER,紫,コスト,2,2000,1000,特,百獣海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,百獣海賊団【ST-04】,,
ST04-012,ページワン,C,CHARACTER,紫,コスト,4,6000,1000,打,百獣海賊団,1,-,,百獣海賊団【ST-04】,,
ST04-013,X・ドレーク,C,CHARACTER,紫,コスト,3,5000,1000,斬,海軍/ドレーク海賊団/百獣海賊団,1,-,,百獣海賊団【ST-04】,,
ST04-014,大看板”災害”,C,EVENT,紫,コスト,4,-,-,-,百獣海賊団,1,【メイン】カード1枚を引き、ドン!!デッキからドン!!1枚までをアクティブで追加する。,【】このカードの【メイン】効果を発動する。,百獣海賊団【ST-04】,,
ST04-015,無頼男爆弾,C,EVENT,紫,コスト,6,-,-,-,百獣海賊団,1,【メイン】相手のコスト6以下のキャラ1枚までを、KOし、ドン!!デッキからドン!!1枚までをアクティブで追加する。,【】ドン!!デッキからドン!!1枚までをアクティブで追加する。,百獣海賊団【ST-04】,,
ST04-016,熱息,C,EVENT,紫,コスト,1,-,-,-,四皇/百獣海賊団,1,【カウンター】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。,,百獣海賊団【ST-04】,,
ST04-017,鬼ヶ島,C,STAGE,紫,コスト,3,-,-,-,百獣海賊団,1,【起動メイン】このステージをレストにできる：自分のリーダーが特徴《百獣海賊団》を持つ場合、ドン!!デッキからドン!!1枚までをレストで追加する。,,百獣海賊団【ST-04】,,
