CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
OP02-001,エドワード・ニューゲート,L,LEADER,赤,ライフ,6,6000,-,特,四皇/白ひげ海賊団,1,【自分のターン終了時】自分のライフの上から1枚を手札に加える。,,頂上決戦【OP-02】,,
OP02-001,エドワード・ニューゲート,L,LEADER,赤,ライフ,6,6000,-,特,四皇/白ひげ海賊団,1,【自分のターン終了時】自分のライフの上から1枚を手札に加える。,,頂上決戦【OP-02】,,
OP02-002,モンキー・D・ガープ,L,LEADER,赤/黒,ライフ,4,5000,-,打,海軍,1,【自分のターン中】このリーダーか自分のキャラにドン‼が付与された時、相手のコスト7以下のキャラ1枚までを、このターン中、コスト-1。,,頂上決戦【OP-02】,,
OP02-002,モンキー・D・ガープ,L,LEADER,赤/黒,ライフ,4,5000,-,打,海軍,1,【自分のターン中】このリーダーか自分のキャラにドン‼が付与された時、相手のコスト7以下のキャラ1枚までを、このターン中、コスト-1。,,頂上決戦【OP-02】,,
OP02-003,アトモス,C,CHARACTER,赤,コスト,4,6000,1000,斬,白ひげ海賊団,1,-,,頂上決戦【OP-02】,,
OP02-004,エドワード・ニューゲート,SR,CHARACTER,赤,コスト,9,10000,-,特,四皇/白ひげ海賊団,1,【登場時】自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+2000。その後、自分は、このターン中、自分の効果でライフを手札に加えられない。【ドン‼×2】【アタック時】相手のパワー3000以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】,,
OP02-004,エドワード・ニューゲート,SR,CHARACTER,赤,コスト,9,10000,-,特,四皇/白ひげ海賊団,1,【登場時】自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+2000。その後、自分は、このターン中、自分の効果でライフを手札に加えられない。【ドン‼×2】【アタック時】相手のパワー3000以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】,,
OP02-005,カーリー・ダダン,UC,CHARACTER,赤,コスト,2,3000,1000,斬,山賊,1,【登場時】自分のデッキの上から5枚までを見て、コスト1の赤のキャラ1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,頂上決戦【OP-02】,,
OP02-006,キングデュー,C,CHARACTER,赤,コスト,5,7000,1000,打,白ひげ海賊団,1,-,,頂上決戦【OP-02】,,
OP02-007,サッチ,C,CHARACTER,赤,コスト,6,8000,1000,知,白ひげ海賊団,1,-,,頂上決戦【OP-02】,,
OP02-008,ジョズ,R,CHARACTER,赤,コスト,4,4000,2000,打,白ひげ海賊団,1,【ドン‼×1】自分のライフが2枚以下でかつ、自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,頂上決戦【OP-02】,,
OP02-009,スクアード,UC,CHARACTER,赤,コスト,3,5000,-,斬,白ひげ海賊団傘下,1,【登場時】自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、相手のキャラ1枚までを、このターン中、パワー-4000し、自分のライフの上から1枚を手札に加える。,,頂上決戦【OP-02】,,
OP02-009,スクアード,UC,CHARACTER,赤,コスト,3,5000,-,斬,白ひげ海賊団傘下,1,【登場時】自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、相手のキャラ1枚までを、このターン中、パワー-4000し、自分のライフの上から1枚を手札に加える。,,頂上決戦【OP-02】,,
OP02-010,ドグラ,C,CHARACTER,赤,コスト,1,2000,1000,斬,山賊,1,【起動メイン】このキャラをレストにできる：自分の手札から「ドグラ」以外のコスト1の赤のキャラ1枚までを、登場させる。,,頂上決戦【OP-02】,,
OP02-011,ビスタ,R,CHARACTER,赤,コスト,3,3000,1000,斬,白ひげ海賊団,1,【登場時】相手のパワー3000以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】,,
OP02-012,ブレンハイム,C,CHARACTER,赤,コスト,2,3000,-,斬,白ひげ海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,頂上決戦【OP-02】,,
OP02-013,ポートガス・D・エース,SR,CHARACTER,赤,コスト,7,7000,-,特,白ひげ海賊団,1,【登場時】相手のキャラ2枚までを、このターン中、パワー-3000。その後、自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,頂上決戦【OP-02】,,
OP02-013,ポートガス・D・エース,SR,CHARACTER,赤,コスト,7,7000,-,特,白ひげ海賊団,1,【登場時】相手のキャラ2枚までを、このターン中、パワー-3000。その後、自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,頂上決戦【OP-02】,,
OP02-013,ポートガス・D・エース,SR,CHARACTER,赤,コスト,7,7000,-,特,白ひげ海賊団,1,【登場時】相手のキャラ2枚までを、このターン中、パワー-3000。その後、自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,頂上決戦【OP-02】,,
OP02-014,ホワイティベイ,UC,CHARACTER,赤,コスト,1,2000,1000,斬,白ひげ海賊団傘下,1,【ドン‼×1】このキャラは相手のアクティブのキャラにもアタックできる。,,頂上決戦【OP-02】,,
OP02-015,マキノ,UC,CHARACTER,赤,コスト,1,-,2000,知,フーシャ村,1,【起動メイン】このキャラをレストにできる：自分のコスト1の赤のキャラ1枚までを、このターン中、パワー+3000。,,頂上決戦【OP-02】,,
