CardID,Name,Rarity,Type,Color,Cost_Life_Type,Cost_Life_Value,Power,Counter,Attribute,Feature,Block,Text,Trigger,SetInfo,ImageFileID,ImageFileID_small
ST07-001,シャーロット・リンリン,L,LEADER,黄,ライフ,5,5000,-,特,四皇/ビッグ・マム海賊団,1,【ドン‼×2】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分のライフが2枚以下の場合、自分の手札1枚までを、ライフの上に加える。,,ビッグ・マム海賊団【ST-07】,,
ST07-002,シャーロット・アナナ,C,CHARACTER,黄,コスト,1,3000,1000,知,ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,,
ST07-003,シャーロット・カタクリ,SR,CHARACTER,黄,コスト,4,6000,-,打,ビッグ・マム海賊団,1,【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。その後、自分のライフの枚数が相手より少ない場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ビッグ・マム海賊団【ST-07】,,
ST07-004,シャーロット・スナック,C,CHARACTER,黄,コスト,5,6000,-,斬,ビッグ・マム海賊団,1,【ドン!!×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、このバトル中、【バニッシュ】を得て、パワー+1000。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,ビッグ・マム海賊団【ST-07】,,
ST07-005,シャーロット・ダイフク,C,CHARACTER,黄,コスト,4,5000,1000,斬,ビッグ・マム海賊団,1,【ドン!!×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分のデッキの上から1枚までを、ライフの上に加える。,,ビッグ・マム海賊団【ST-07】,,
ST07-006,シャーロット・フランぺ,C,CHARACTER,黄,コスト,2,4000,1000,射,ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,,
ST07-007,シャーロット・ブリュレ,C,CHARACTER,黄,コスト,3,1000,1000,特,ビッグ・マム海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【トリガー】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,,
ST07-008,シャーロット・プリン,C,CHARACTER,黄,コスト,2,3000,2000,知,ビッグ・マム海賊団,1,【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,,ビッグ・マム海賊団【ST-07】,,
ST07-009,シャーロット・モンドール,C,CHARACTER,黄,コスト,3,4000,1000,特,ビッグ・マム海賊団,1,【起動メイン】このキャラをレストにし、自分のライフの上か下から1枚を手札に加えることができる：相手のコスト3以下のキャラ1枚までを、KOする。,【トリガー】自分の手札1枚を捨てることができる：このカードを登場させる。,ビッグ・マム海賊団【ST-07】,,
ST07-010,シャーロット・リンリン,SR,CHARACTER,黄,コスト,7,8000,-,特,四皇/ビッグ・マム海賊団,1,【登場時】相手は以下から1つを選ぶ。・相手のライフの上から1枚をトラッシュに置く。・自分のデッキの上から1枚をライフの上に加える。,,ビッグ・マム海賊団【ST-07】,,
ST07-011,ゼウス,C,CHARACTER,黄,コスト,3,3000,1000,特,ビッグ・マム海賊団/ホーミーズ,1,【起動メイン】このキャラをレストにできる：自分の「シャーロット・リンリン」1枚までは、このターン中、【バニッシュ】を得る。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),【トリガー】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,,
ST07-012,タマゴ男爵,C,CHARACTER,黄,コスト,4,6000,1000,打,ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,,
ST07-013,プロメテウス,C,CHARACTER,黄,コスト,3,3000,1000,特,ビッグ・マム海賊団/ホーミーズ,1,【起動メイン】このキャラをレストにできる：自分の「シャーロット・リンリン」1枚までは、このターン中、【ダブルアタック】を得る。(このカードが与えるダメージは2になる),【トリガー】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,,
ST07-014,ぺコムズ,C,CHARACTER,黄,コスト,3,5000,1000,打,ミンク族/ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,,
ST07-015,ソウル・ポーカス,C,EVENT,黄,コスト,5,-,-,-,四皇/ビッグ・マム海賊団,1,【メイン】相手は以下から1つを選ぶ。・相手のライフの上から1枚をトラッシュに置く。・自分のデッキの上から1枚をライフの上に加える。,【トリガー】このカードの【メイン】効果を発動する。,ビッグ・マム海賊団【ST-07】,,
ST07-016,力餅,C,EVENT,黄,コスト,1,-,-,-,ビッグ・マム海賊団,1,【カウンター】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。その後、自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。,【トリガー】カード1枚を引き、自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,ビッグ・マム海賊団【ST-07】,,
ST07-017,クイーン・ママ・シャンテ号,C,STAGE,黄,コスト,2,-,-,-,ビッグ・マム海賊団/ホーミーズ,1,【起動メイン】このステージをレストにし、自分のライフの上か下から1枚を手札に加えることができる：自分のコスト3のキャラ1枚までを、持ち主のライフの上に表向きで加える。,【トリガー】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,,
