CardID,Name,Rarity,Type,Cost_Life_Type,Cost_Life_Value,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
ST13-001,サボ,L,LEADER,ライフ,4,特,5000,-,赤/黄,ドレスローザ/革命軍,【ドン!!×1】【起動メイン】【ターン1回】自分のコスト3以上でパワー7000以上のキャラ1枚を自分のライフの上に表向きで加えることができる：自分のキャラ1枚までは、次の自分のターン開始時まで、パワー+2000。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-001,サボ,L,LEADER,ライフ,4,特,5000,-,赤/黄,ドレスローザ/革命軍,【ドン!!×1】【起動メイン】【ターン1回】自分のコスト3以上でパワー7000以上のキャラ1枚を自分のライフの上に表向きで加えることができる：自分のキャラ1枚までは、次の自分のターン開始時まで、パワー+2000。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-002,ポートガス・D・エース,L,LEADER,ライフ,4,特,5000,-,青/黄,白ひげ海賊団,【ドン!!×2】【起動メイン】【ターン1回】自分のデッキの上から5枚を見て、コスト5のキャラカード1枚までを、ライフの上に表向きで加える。その後、残りを好きな順番でデッキの下に置く。【自分のターン終了時】自分のライフの表向きのカードすべてをトラッシュに置く。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-002,ポートガス・D・エース,L,LEADER,ライフ,4,特,5000,-,青/黄,白ひげ海賊団,【ドン!!×2】【起動メイン】【ターン1回】自分のデッキの上から5枚を見て、コスト5のキャラカード1枚までを、ライフの上に表向きで加える。その後、残りを好きな順番でデッキの下に置く。【自分のターン終了時】自分のライフの表向きのカードすべてをトラッシュに置く。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-003,モンキー・D・ルフィ,L,LEADER,ライフ,4,打,5000,-,黒/黄,超新星/麦わらの一味,ルール上、自分の表向きのライフは手札に加わる代わりにデッキの下に置かれる。【ドン!!×2】【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：自分のライフが0枚の場合、自分の手札かトラッシュのコスト5のキャラカード2枚までを、自分のライフの上に表向きで加える。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-003,モンキー・D・ルフィ,L,LEADER,ライフ,4,打,5000,-,黒/黄,超新星/麦わらの一味,ルール上、自分の表向きのライフは手札に加わる代わりにデッキの下に置かれる。【ドン!!×2】【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：自分のライフが0枚の場合、自分の手札かトラッシュのコスト5のキャラカード2枚までを、自分のライフの上に表向きで加える。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-004,エドワード・ニューゲート,C,CHARACTER,コスト,6,特,7000,1000,黄,四皇/白ひげ海賊団,【登場時】自分のデッキの上から1枚をライフの上に加える。その後、自分のライフすべてを見て、1枚を自分のデッキの上に置き、ライフを好きな順番で置く。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-004,エドワード・ニューゲート,C,CHARACTER,コスト,6,特,7000,1000,黄,四皇/白ひげ海賊団,【登場時】自分のデッキの上から1枚をライフの上に加える。その後、自分のライフすべてを見て、1枚を自分のデッキの上に置き、ライフを好きな順番で置く。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-005,エンポリオ・イワンコフ,R,CHARACTER,コスト,3,特,4000,1000,黄,革命軍,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のライフの上か下から1枚をトラッシュに置くことができる：自分の手札のコスト5のキャラカード1枚までを公開し、ライフの上に裏向きで加える。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-005,エンポリオ・イワンコフ,R,CHARACTER,コスト,3,特,4000,1000,黄,革命軍,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のライフの上か下から1枚をトラッシュに置くことができる：自分の手札のコスト5のキャラカード1枚までを公開し、ライフの上に裏向きで加える。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-006,カーリー・ダダン,C,CHARACTER,コスト,5,斬,4000,1000,黄,山賊,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分の手札からコスト2の、「サボ」と「ポートガス・D・エース」と「モンキー・D・ルフィ」それぞれ1枚ずつまでを、登場させる。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-006,カーリー・ダダン,C,CHARACTER,コスト,5,斬,4000,1000,黄,山賊,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分の手札からコスト2の、「サボ」と「ポートガス・D・エース」と「モンキー・D・ルフィ」それぞれ1枚ずつまでを、登場させる。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-007,サボ,C,CHARACTER,コスト,2,打,2000,1000,黄,ゴア王国,【起動メイン】このキャラをトラッシュに置くことができる：自分のライフの上から1枚を公開し、そのカードがコスト5の「サボ」の場合、登場させてもよい。登場させた場合、自分のリーダー1枚までを、次の相手のターン終了時まで、パワー+2000。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-007,サボ,C,CHARACTER,コスト,2,打,2000,1000,黄,ゴア王国,【起動メイン】このキャラをトラッシュに置くことができる：自分のライフの上から1枚を公開し、そのカードがコスト5の「サボ」の場合、登場させてもよい。登場させた場合、自分のリーダー1枚までを、次の相手のターン終了時まで、パワー+2000。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-008,サボ,SR,CHARACTER,コスト,5,特,6000,1000,黄,ドレスローザ/革命軍,【登場時】自分のライフの上か下から1枚をトラッシュに置くことができる：相手のコスト5以下のキャラ1枚までを、KOする。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-008,サボ,SR,CHARACTER,コスト,5,特,6000,1000,黄,ドレスローザ/革命軍,【登場時】自分のライフの上か下から1枚をトラッシュに置くことができる：相手のコスト5以下のキャラ1枚までを、KOする。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-009,シャンクス,C,CHARACTER,コスト,7,斬,7000,-,黄,四皇/赤髪海賊団,【登場時】自分の表向きのライフ1枚を裏向きにできる：相手の手札が7枚以上ある場合、相手のライフの上から1枚までをトラッシュに置く。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-009,シャンクス,C,CHARACTER,コスト,7,斬,7000,-,黄,四皇/赤髪海賊団,【登場時】自分の表向きのライフ1枚を裏向きにできる：相手の手札が7枚以上ある場合、相手のライフの上から1枚までをトラッシュに置く。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-010,ポートガス・D・エース,C,CHARACTER,コスト,2,打,2000,1000,黄,ゴア王国,【起動メイン】このキャラをトラッシュに置くことができる：自分のライフの上から1枚を公開し、そのカードがコスト5の「ポートガス・D・エース」の場合、登場させてもよい。登場させた場合、自分のリーダー1枚までを、次の相手のターン終了時まで、パワー+2000。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-010,ポートガス・D・エース,C,CHARACTER,コスト,2,打,2000,1000,黄,ゴア王国,【起動メイン】このキャラをトラッシュに置くことができる：自分のライフの上から1枚を公開し、そのカードがコスト5の「ポートガス・D・エース」の場合、登場させてもよい。登場させた場合、自分のリーダー1枚までを、次の相手のターン終了時まで、パワー+2000。,,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-011,ポートガス・D・エース,SR,CHARACTER,コスト,5,特,7000,-,黄,白ひげ海賊団,【登場時】自分のライフが2枚以下の場合、このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
ST13-011,ポートガス・D・エース,SR,CHARACTER,コスト,5,特,7000,-,黄,白ひげ海賊団,【登場時】自分のライフが2枚以下の場合、このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,3兄弟の絆【ST-13】,,550013,アルティメットデッキ 3兄弟の絆【ST-13】
